Armenian Word,Part of Speech,Definition,New Etymology (English),Relation,Source Language,Cognates,PIE Root
շեշտաւորուիլ,verb,"""['To be made accented; to be emphasized; For accents to be placed or written correctly, in accordanc"",",Inherited from Old Armenian.,inherited,Old Armenian,--,unknown
շերտաւորումն,noun,"""['separation into layers or groups, stratification.']"",",Inherited from Old Armenian.,inherited,Old Armenian,--,unknown
շինարարութիւն,noun,"""['construction, building.']"",",Derived from Old Armenian with -ություն (-utʿyun).,derivation,Old Armenian,--,unknown
շինութիւն,noun,"""['construction, building, edification.']"",",Derived from Old Armenian with -ություն (-utʿyun).,derivation,Old Armenian,--,unknown
շնորհակալութիւն,noun,"""['thanks, thanksgiving, grace, gratitude, thankfulness.']"",",Derived from Old Armenian with -ություն (-utʿyun).,derivation,Old Armenian,--,unknown
շնորհաւորական,adjective,"['congratulatory.'],",Derived from Old Armenian with -ական (-akan).,derivation,Old Armenian,--,unknown
շնորհաւորանք,noun,"""['congratulation, wish, good wish, toast.']"",",Inherited from Old Armenian.,inherited,Old Armenian,--,unknown
շնորհաւորել,verb,"""['to congratulate, to felicitate, to give joy, to grant favours, to wish joy.']"",",Inherited from Old Armenian.,inherited,Old Armenian,--,unknown
շնորհաւորութիւն,noun,"""['congratulation, felicitation, compliments.']"",",Derived from Old Armenian with -ություն (-utʿyun).,derivation,Old Armenian,--,unknown
շնորհուիլ,verb,"""['To be granted or bestowed as a gift or favor; To be awarded a gift, honor, or distinction as a sig"",",Inherited from Old Armenian.,inherited,Old Armenian,--,unknown
շնչառութիւն,noun,"""['respiration, inspiration, breathing, inhalation.']"",",Derived from Old Armenian with -ություն (-utʿyun).,derivation,Old Armenian,--,unknown
շուարեցնել,verb,"""['to astonish, to bewilder; to amaze, to surprise, to mislead, to put out.']"",",Inherited from Old Armenian.,inherited,Old Armenian,--,unknown
շուարումն,noun,"""['astonishment, bewilderment, confusion, surprise, wonder, puzzle, perplexity, dismay, embarrassment"",",Inherited from Old Armenian.,inherited,Old Armenian,--,unknown
շռայլութիւն,noun,"""['prodigality, lavishness, extravagance; luxury, profusion, luxe, dissipation, excess; waste; wastef"",",Derived from Old Armenian with -ություն (-utʿyun).,derivation,Old Armenian,--,unknown
շրջագայութիւն,noun,"""['walking, walk, stroll, tour, promenade, walk, perambulation, circumgyration, circuit.']"",",Derived from Old Armenian with -ություն (-utʿyun).,derivation,Old Armenian,--,unknown
շրջադարձային,adjective,"""['relating to a turnaround or turning point; pivotal, decisive, crucial, or revolutionary.']"",",Derived from Old Armenian with -ական (-akan).,derivation,Old Armenian,--,unknown
շրջանային,adjective,"""['cyclic, regional.']"",",Derived from Old Armenian with -ական (-akan).,derivation,Old Armenian,--,unknown
շրջանաւարտ,noun,"['graduate.'],",Inherited from Old Armenian.,inherited,Old Armenian,--,unknown
շրջապատուիլ,verb,"""['to be surrounded, encircled.']"",",Inherited from Old Armenian.,inherited,Old Armenian,--,unknown
շրջապտոյտ,noun,"""['turn, round, visit, journey, trip, circumambulation.']"",",Inherited from Old Armenian.,inherited,Old Armenian,--,unknown
շփոթութիւն,noun,"""['disturbance, confusion, disorder, embarrassment, tumult, broil.']"",",Derived from Old Armenian with -ություն (-utʿyun).,derivation,Old Armenian,--,unknown
շքեղութիւն,noun,"""['pomp, magnificence, splendour, beauty, brilliancy, great state, display.']"",",Derived from Old Armenian with -ություն (-utʿyun).,derivation,Old Armenian,--,unknown
ոգեկանութիւն,noun,"['spirituality.'],",Derived from Old Armenian with -ություն (-utʿyun).,derivation,Old Armenian,--,unknown
ոգեկոչումն,noun,"['recall; incantation.'],",Inherited from Old Armenian.,inherited,Old Armenian,--,unknown
ոգեւորութիւն,noun,"""['enthusiasm, animation, liveliness, spirit, life.']"",",Derived from Old Armenian with -ություն (-utʿyun).,derivation,Old Armenian,--,unknown
ոգեւորուիլ,verb,"""['to be enlivened, encouraged, animated, to be imparted with life; to feel enthusiastic about.']"",",Inherited from Old Armenian.,inherited,Old Armenian,--,unknown
ոխակալութիւն,noun,"""['revenge, rancours resentment, spite, grudge, malice, concealed hate, inveterate hatred, bad blood."",",Derived from Old Armenian with -ություն (-utʿyun).,derivation,Old Armenian,--,unknown
ողբերգութիւն,noun,"""['tragedy, elegy, plaintive ballad, dirge, plaintive song.']"",",Derived from Old Armenian with -ություն (-utʿyun).,derivation,Old Armenian,--,unknown
ողորմութիւն,noun,"""['pity, compassion, mercy; alms; charity, almsgiving.']"",",Derived from Old Armenian with -ություն (-utʿyun).,derivation,Old Armenian,--,unknown
ողջագուրումն,noun,"""['embrace, clasping; accolade.']"",",Inherited from Old Armenian.,inherited,Old Armenian,--,unknown
ոճրագործութիւն,noun,"""['crime, atrociousness, misdeed, attempt at crime, outrage, infringement, villainy.']"",",Modern Armenian compound.,compound,,--,unknown
ոչնչացուիլ,verb,"""['to be annihilated, destroyed, exterminated.']"",",Inherited from Old Armenian.,inherited,Old Armenian,--,unknown
ոչնչացումն,noun,"""['annihilation, annihilating.']"",",Inherited from Old Armenian.,inherited,Old Armenian,--,unknown
ոչնչութիւն,noun,"""['nullity, nothingness, void, voidness.']"",",Derived from Old Armenian with -ություն (-utʿyun).,derivation,Old Armenian,--,unknown
ոսկեղենիկ,adjective,"""['made of gold or having the shine of gold; golden; (Figurative) graceful, exquisite, splendid noble"",",Inherited from Old Armenian.,inherited,Old Armenian,--,unknown
ոստիկանութիւն,noun,"['police.'],",Derived from Old Armenian with -ություն (-utʿyun).,derivation,Old Armenian,--,unknown
ոտնձգութիւն,noun,"""['usurpation, encroachment, invasion, misfeasance, trespass.']"",",Derived from Old Armenian with -ություն (-utʿyun).,derivation,Old Armenian,--,unknown
որբանոցային,adjective,"['related to or pertaining to an orphanage.'],",Modern Armenian compound.,compound,,--,unknown
որդեգրութիւն,noun,"['adoption; Being an adopted child; the state of adoption; The act of adopting; making someone an ad,",Derived from Old Armenian with -ություն (-utʿyun).,derivation,Old Armenian,--,unknown
որդեգրուիլ,verb,"""['to be adopted, affiliated, avowed.']"",",Inherited from Old Armenian.,inherited,Old Armenian,--,unknown
որդեգրումն,noun,"['adoption.'],",Inherited from Old Armenian.,inherited,Old Armenian,--,unknown
որովհետեւ,conjunction,"""['since, as, because, for, seeing that.']"",",Modern Armenian compound.,compound,,--,unknown
որպիսութիւն,noun,"""['quality, condition, state, fare, property.']"",",Derived from Old Armenian with -ություն (-utʿyun).,derivation,Old Armenian,--,unknown
որսորդութիւն,noun,"['Hunting — the act of catching or pursuing animals with weapons or other tools; Hunting as a trade ,",Derived from Old Armenian with -ություն (-utʿyun).,derivation,Old Armenian,--,unknown
ուժականութիւն,noun,"['dynamism.'],",Derived from Old Armenian with -ություն (-utʿyun).,derivation,Old Armenian,--,unknown
ուժգնապէս,adverb,"""['forcefully, intensely, with great force, severely.']"",",Inherited from Old Armenian.,inherited,Old Armenian,--,unknown
ուժգնութիւն,noun,"""['powerfulness, vehemence, efficacy, impetuosity, stress, intensity, vigour, violence, force, streng"",",Derived from Old Armenian with -ություն (-utʿyun).,derivation,Old Armenian,--,unknown
ուժգնօրէն,adverb,"""['forcefully, mightily, cogently, vehemently, violently.']"",",Inherited from Old Armenian.,inherited,Old Armenian,--,unknown
ուժեղութիւն,noun,"""['robustness, force, vigour.']"",",Derived from Old Armenian with -ություն (-utʿyun).,derivation,Old Armenian,--,unknown
ուծացումն,noun,"['Cooling off; growing cold; showing a cold attitude toward someone or something; estrangement; Alie,",Inherited from Old Armenian.,inherited,Old Armenian,--,unknown
ուծութիւն,noun,"['Cooling off; growing cold; showing a cold attitude toward someone or something; estrangement; Alie,",Derived from Old Armenian with -ություն (-utʿyun).,derivation,Old Armenian,--,unknown
ուղարկուիլ,verb,"['to be sent.'],",Inherited from Old Armenian.,inherited,Old Armenian,--,unknown
ուղեւորութիւն,noun,"""['voyage, journey, traveling, itinerary.']"",",Derived from Old Armenian with -ություն (-utʿyun).,derivation,Old Armenian,--,unknown
ուղղագրութիւն,noun,"['orthography.'],",Derived from Old Armenian with -ություն (-utʿyun).,derivation,Old Armenian,--,unknown
ուղղակիօրէն,adverb,"['directly.'],",Inherited from Old Armenian.,inherited,Old Armenian,--,unknown
ուղղամտութիւն,noun,"""['probity, honesty, integrity, good sense, rectitude, uprightness.']"",",Derived from Old Armenian with -ություն (-utʿyun).,derivation,Old Armenian,--,unknown
ուղղութիւն,noun,"['direction.'],",Derived from Old Armenian with -ություն (-utʿyun).,derivation,Old Armenian,--,unknown
ունակութիւն,noun,"""['use, custom, habit, routine, practice; talent, ability, aptitude.']"",",Derived from Old Armenian with -ություն (-utʿyun).,derivation,Old Armenian,--,unknown
ունայնութիւն,noun,"""['Vanity; emptiness; futility — the state of being empty, hollow, or meaningless; Something empty, w"",",Derived from Old Armenian with -ություն (-utʿyun).,derivation,Old Armenian,--,unknown
ունկնդրութիւն,noun,"""['audience, listening, audition.']"",",Derived from Old Armenian with -ություն (-utʿyun).,derivation,Old Armenian,--,unknown
ունկնդրուիլ,verb,"['to be heard.'],",Inherited from Old Armenian.,inherited,Old Armenian,--,unknown
ուշադրութիւն,noun,"""['attention, attentiveness, intention.']"",",Derived from Old Armenian with -ություն (-utʿyun).,derivation,Old Armenian,--,unknown
ուշացումն,noun,"""['delay, suspension, prorogation, adjournment, postponement, retard.']"",",Inherited from Old Armenian.,inherited,Old Armenian,--,unknown
ուռճացնել,verb,"""['to develop, to flourish, to enrich, to enhance.']"",",From Russian via international vocabulary.,loanword,Russian,--,unknown
ուսամբարձ,adjective,"""['Carried on the shoulders (e.g., the victor, the coffin).']"",",Inherited from Old Armenian.,inherited,Old Armenian,--,unknown
ուսանողական,adjective,"""['student, student-related, of, pertaining to student, culture, scholar, scholastic, devoted to lear"",",Derived from Old Armenian with -ական (-akan).,derivation,Old Armenian,--,unknown
ուսանողութիւն,noun,"['collection of students.'],",Derived from Old Armenian with -ություն (-utʿyun).,derivation,Old Armenian,--,unknown
ուսումնասիրութիւն,noun,"""['study, research, studiousness, love of study, philomathy.']"",",Derived from Old Armenian with -ություն (-utʿyun).,derivation,Old Armenian,--,unknown
ուսումնասիրուիլ,verb,"""['to be studied, researched, examined, read.']"",",Inherited from Old Armenian.,inherited,Old Armenian,--,unknown
ուսումնատենչ,adjective,"['Eager to learn; eager for education; thirsting for knowledge.'],",Inherited from Old Armenian.,inherited,Old Armenian,--,unknown
ուսուցանելի,adjective,"['teachable.'],",Inherited from Old Armenian.,inherited,Old Armenian,--,unknown
