title,part_of_speech,definition,priority,suggested_etymology,source
սահիլ,verb,"['To move forward by gliding over a smooth, flat surface; to slide; to glide; To move forward over a smooth surface using some tool or means; To lose balance; to slip; to stumble; to fall; (Of a cart, vehicle, etc.) to spin or skid without making forward progress (because of mud, oil, gravel, etc.); To pass imperceptibly (of time).']",1,,
սայթաքիլ,verb,"['to slip, to lose footing, to stumble; to stray, to deviate, to veer off course; to waver in thought, to be mentally unsettled, to hesitate.']",2,,
սաստել,verb,"['to scold, to reprimand, to rebuke.']",2,,
սատար,noun,"['helper, auxiliary, aid, assistant, maker, workman, artisan, operative.']",1,,
սաւառնիլ,verb,"['to soar, to hover, to tower, to fly about, to flutter about, to flap the wings.']",2,,
սենեակ,noun,"['chamber, room.']",2,,
սեպել,verb,"['to count, to reckon, to suppose, to presume, to calculate, to charge, to consider, to attribute, to annex, to impute.']",1,,
սերիլ,verb,"['to descend from, to be born of, to be descended, to be born, to engender, to breed, to be procreated, to derive, to spring.']",1,,
սերմանել,verb,"['to sow, to scatter, to sow a field, to sow with seed, to plant, to seed, to disseminate, to engender, to inseminate.']",2,,
սերտանալ,verb,"['to harden; to condense; to become intimate, cordial.']",2,,
սերտել,verb,['To harden; to solidify; to make firm; to stiffen; To master thoroughly through practice or repeated reading; to learn well; to memorize.'],2,,
սիրուիլ,verb,['to be loved.'],2,,
սիւնակ,noun,"['column in books; little column, baluster.']",2,,
սխալիլ,verb,"['to make a mistake, to err, to miss, to fail, to mistake, to be mistaken, to transgress, to blunder.']",2,,
սկաուտ,noun,['scout.'],2,,
սկսիլ,verb,"['to begin, to start, to commence, to initiate, to originate, to lead; to set out, to play first.']",1,,
սնուցիչ,noun,"['nourisher, sustainer, nurturer; one who nourishes, feeds, or cares for others; a provider, caretaker, or sustaining source; describing something that nourishes or sustains; nourishing.']",2,,
սնտուկ,noun,"['box, case; trunk, chest, coffer.']",2,,
սոսկալ,verb,"['to fear, to dread, to be horrified, to be afraid, to tremble, to be frightened, to be terrified.']",2,,
սովորոյթ,noun,"['custom, habit, convention; (Legal) any longstanding custom established in a particular place, which is used to govern certain legal matters when making decisions.']",2,,
սուրալ,verb,"['to run swiftly, to rush, to dash, to hasten, to gallop, to spring forth, to dart.']",2,,
սպառել,verb,"['to consume, to squander, to waste, to spend, to consummate, to use, to absorb, to swallow up, to exhaust, to finish.']",2,,
սպառիլ,verb,"['to be consumed, to decay, to waste away, to be exhausted, to expire, to finish, to dry up, to be used up.']",2,,
սպասուիլ,verb,"['to be awaited; to be expected, to be hoped for.']",2,,
սպրդիլ,verb,['To slip in secretly; to enter stealthily; to sneak in; To slip out of one’s hand; to slide away; to escape one’s grasp; To slip in accidentally or unnoticed; to escape notice.'],2,,
ստախօս,noun,"['false-speaking, lying, deceitful; a person who speaks falsehoods; one who lies or is deceitful; liar.']",2,,
ստացուիլ,verb,"['to be gotten, taken, attained, gained, received, achieved, acquired, purchased, obtained, derived; to come to hand; to come to be.']",2,,
ստգտանք,noun,"['blame, reproach, reproof, incrimination, imputation.']",2,,
ստիպուիլ,verb,"['to be pressed, to be in a hurry, to be obliged, to be forced, to be constrained.']",2,,
ստորեւ,adverb,"['lower part, bottom; below.']",2,,
ստորոտ,noun,['foot of a mountain; skirt of a gown; train of a gown; lower part.'],2,,
ստրկաբար,adverb,"['servilely, slavishly.']",2,,
սրբանալ,verb,"['to become holy, to be sanctified, to purify; to devote oneself; to become consecrated.']",2,,
սրբացնել,verb,"['to canonize, to sanctify, to besaint, to saint.']",2,,
սրբուիլ,verb,"[""to be purified, cleaned; to purge, to purify, to dry one's self.""]",2,,
սրտաբուխ,adjective,"['from the heart, hearty, sincere, cordial; generous, bountiful; heartily, sincerely, cordially; generously.']",2,,
սրտայոյզ,adjective,"[""stirring or touching one's heart.""]",2,,
սրտոտ,adjective,"['hearted, brave, daring.']",1,,
սրտցաւ,adjective,['compassionate.'],2,,
սփիւռք,noun,['diaspora; dispersion.'],2,,
վաղանցիկ,adjective,"['something that passes quickly; brief, short-lived, fleeting, transient, short-lived, ephemeral.']",2,,
վարագոյր,noun,"['curtain, veil, blind, screen.']",2,,
վարակիչ,adjective,"['infectious, contagious, catching.']",2,,
վարանիլ,verb,"['to hesitate, to be uncertain, to doubt, to balance, to waver, to be beset, to be irresolute, to haggle, to be at a stand.']",2,,
վարանոտ,adjective,"['hesitating, wavering, undecided, indecisive, irresolute.']",2,,
վարժուիլ,verb,"[""to get used, to accustom, to inure one's self, to exercise, to be accustomed; to be instructed, formed.""]",2,,
վարմունք,noun,"['treatment, conduct, leading, behavior.']",2,,
վարուիլ,verb,"['to be tilled; to be driven, led, conducted, directed, guided.']",2,,
վարչաձեւ,noun,"['regime, mode.']",2,,
վարքագիծ,noun,"['orientation, alignment, conduct.']",2,,
վեհապանծ,adjective,"['majestic, imposing, grand, striking, impressive.']",2,,
վեհապետ,noun,['sovereign.'],2,,
վեհափառ,adjective,"['majestic, august, royal; grand, imposing; His Holiness, the Catholicos.']",2,,
վերածնիլ,verb,"['to be regenerated, to be born again, to revive.']",2,,
վերամուտ,noun,"['re-entrance, re-entering; re-opening, back-to-school, start of the new school year.']",2,,
վերապրիլ,verb,"['to survive, to outlive.']",2,,
վերյիշել,verb,['to recall to memory.'],2,,
վերջակէտ,noun,"['period punctuation mark; end, conclusion, close.']",2,,
վերջապէս,adverb,"['at last, at length, in fine, finally, after all, in short.']",2,,
վերսկսիլ,verb,"['To resume; To begin again something that had once been started but left unfinished; To start again, to repeat the same action that was done before; to renew.']",2,,
վերցուիլ,verb,"['to be raised up, to be raised, to be lifted up, to be picked up, to be taken up, to be carried, to be taken away, to be supported; to be considered.']",2,,
վէճ,noun,"['quarrel, discussion, dispute, debate, contestation, controversy, litigation, difference, legal dispute.']",1,,
վէրք,noun,"['wound, sore, ulcer, cut, hurt, lesion, trauma.']",1,,
վիլլա,noun,['villa.'],1,,
վիհ,noun,"['abyss, hell, unfathomable depth, precipice, chasm; whirlpool, chaos.']",1,,
վիրաւոր,adjective,"['wounded, physically hurt; emotionally hurt, brokenhearted, ulcerated; wounded person.']",2,,
վլվլուկ,noun,"['uproar, noise, row; disturbance, confusion, hubbub.']",2,,
վկայուիլ,verb,"['to be attested, to be witnessed, to be certified, to be affirmed.']",2,,
վճարուիլ,verb,"['to be paid, acquitted, to be done, to be effected.']",2,,
վճռապէս,adverb,"['decidedly, definitively.']",2,,
վնասուիլ,verb,"['to hurt, to be injured, to suffer.']",2,,
վշտակցիլ,verb,"[""to sympathize with, to feel for, to compassionate, to have compassion for any one, to participate in any one's grief.""]",2,,
վոհմակ,noun,"['herd (of beasts), pack, troop, band, crew, gang.']",2,,
վռնտել,verb,"['to expel, to banish, to turn out, to send away, to discharge, to drive away, to dismiss.']",2,,
վստահիլ,verb,"['to be assured, to trust in, to rely on, to confide in, to depend upon, to trust to, to intrust, to accredit; to confide, to entrust, to place reliance.']",2,,
վտարուիլ,verb,"['To be removed (sometimes permanently), driven out, forced out, or put out; to be expelled; To be deported, exiled, or displaced.']",2,,
վրդովիլ,verb,"['to be restless, unsettled; to be disturbed or thrown into disorder; to be emotionally shaken, distressed, or anxious; to become angry, irritated, or upset.']",2,,
վրէժ,noun,"['vengeance, revenge, retaliation.']",1,,
վրիպակաւ,adverb,"['mistakenly, by mistake, by accident; used to indicate that something was done in error or unintentionally.']",2,,
վրիպանք,noun,"['error, fault, mistake, illusion, oversight, blunder, misunderstanding.']",2,,
վրիպիլ,verb,"['to deviate from the direct path or target; to miss; to go astray, to wander from the right path, to sin; to make a mistake; to be wrong; to err; to fail, be deceived, or let down in expectations; to escape notice, to be overlooked or missed.']",2,,
տագնապիլ,verb,"['to be in great pain, to take alarm, to be alarmed, to be uneasy, to torment oneself, to strain, to be embarrassed, to be in despair, to be solicitous about.']",2,,
տաժանք,noun,"['great fatigue, pain, toil, much labour, trouble, hardship, weariness, affliction, grief, uneasiness.']",2,,
տածել,verb,"['To take care of, provide for needs, nurse, nourish; (Figurative) To nurture or harbor a feeling within oneself; to feel; to cherish.']",1,,
տանջուիլ,verb,"['to be tormented, tortured, racked, distressed; to suffer, to be in pain.']",2,,
տապալիլ,verb,"['To fall to the ground, to roll over; To collapse, to sink, to be destroyed; To be overcome, to be subdued; to fall from power, To be overthrown, to be dethroned; to fail, To be rejected, to lose an election.']",2,,
տառապեալ,adjective,"['afflicted, miserable, unfortunate, woeful, unhappy, poor, hapless.']",2,,
տարաբախտ,adjective,"['unfortunate, unlucky, hapless, unhappy, wretched poor, ill-starred.']",2,,
տարագրել,verb,"['To expel, exile, banish (irreversibly); To displace, deport; To drive away, expel, remove.']",2,,
տարբերիլ,verb,"['to differ, to be different, to vary, to be unlike, to disagree.']",2,,
տարուիլ,verb,"['to be carried, to be taken.']",2,,
տարփանք,noun,"['ardent desire, love, passion, amour.']",2,,
տաքցնել,verb,"['to heat, to warm, to make warm, to excite, to inflame.']",2,,
տգիտաբար,adverb,"['ignorantly, unknowingly, unskilfully, unwittingly.']",2,,
տեղալ,verb,"['to pour, to shower (rain), to rain, to fall, to drop down, to hail.']",1,,
տեղեակ,adjective,"['informed, aware, well-informed; familiar with the matter or circumstances; skilled or knowledgeable.']",2,,
տեղքայլ,noun,"['walking in place; stagnation, stagnancy.']",2,,
տենչ,noun,"['desire, wish, envy, longing for.']",1,,
տենչանք,noun,"['desire, wish, envy, appetition, longing for, avidity, aspiration.']",2,,
տեսադաշտ,noun,['Field of vision; the extent of space visible to the eye; Figuratively: The scope of examination or study; The number of letters the eye takes in at once while reading.'],2,,
տեսակէտ,noun,"['view point, point of view, prospect, point of sight, scenery.']",2,,
տեսնուիլ,verb,"['to be seen, to appear, to interview; to be visible.']",2,,
տետրակ,noun,"['copybook, notebook, pamphlet, stitched-book, tablet.']",2,,
տերեւ,noun,['leaf.'],1,,
տեւաբար,adverb,"['incessantly, continually.']",2,,
տեւապէս,adverb,"['durably, permanently, persistently, continuously, abidingly.']",2,,
տեւել,verb,"['to continue, to last, to endure.']",1,,
տժգունիլ,verb,"['to become discolored, to grow pale, to turn pale, to become pale, to pale, to fade, to lose color.']",2,,
տիպար,noun,"['type, model, pattern, example, paragon; exemplary.']",1,,
