title,part_of_speech,definition,suggested_etymology,notes
յոլա գնալ,,"['intransitive to get along, get on.']",Etymology needs research,
յոտնկայս,adverb,"['upright, standing up, risen, on foot.']",Etymology needs research,
յորդորել,verb,"['to exhort, to induce, to incite, to advise, to encourage, to invite.']",Etymology needs research,
յորձանք,noun,"['stream, vortex, whirling, eddy, surge.']",Etymology needs research,
յուզուիլ,verb,"['to be affected, touched, excited, to be moved, to be roused, to be stirred up; to rise, to swell.']",Etymology needs research,
յուղալավաշ,noun,"['dialectal a kind of lavash with oil.', '(dialectal) a kind of lavash with oil.']",Etymology needs research,
յումպէտս,adverb,"['in vain, needlessly, uselessly, to no end.']",Etymology needs research,
յուսադրել,verb,"['to give hope, to make hopeful, to encourage.']",Etymology needs research,
յուսադրիչ,noun,"['someone or something that gives hope; inspiring hope, encouraging, reassuring, hopeful.']",Etymology needs research,
յուսախաբ,adjective,"['disappointed, hopeless, desperate, in despair; disappointedly, hopelessly.']",Etymology needs research,
յուսահատ,adjective,"['hopeless, desperate, in despair.']",Etymology needs research,
յուսահատիլ,verb,"['to despair, to despond, to give up all hope, to get discouraged.']",Etymology needs research,
յուրաքանչյուր,adj,"['each, every.', 'either (of two).']",Etymology needs research,
յստակացնել,verb,"['to purify, to clarify, to fine, to refine, to cleanse.']",Etymology needs research,
յօդուած,noun,"['articulation, joint, construction, paragraph, paper, article, clause.']",Etymology needs research,
յօդուածագիր,noun,"['a prose composer, writer (of articles).']",Etymology needs research,
յօրինել,verb,"['to make, to build, to fashion, to compose, to form, to write, to prepare, to construct, to invent, to organize.']",Etymology needs research,
յօրինուիլ,verb,"['to be made, built, fashioned, composed, formed, written, prepared, constructed, invented, organized.']",Etymology needs research,
նախագահ,noun,"['president.', 'chairman.']",Etymology needs research,
նախագահացու,noun,"['informal presidential candidate.', '(informal) presidential candidate.']",Etymology needs research,
նախագահել,verb,"['to preside, to be president of, to take the chair, to preside over a meeting.']",Etymology needs research,
նախագիծ,noun,"['plan, design, blueprint.', '(architecture) plan, design, blueprint.', 'project, plan.']",Etymology needs research,
նախագծել,verb,"['transitive to design, to plan.', '(transitive) to design, to plan.']",Etymology needs research,
նախագծող,verb,['subject participle of նախագծել (naxagcel).'],Etymology needs research,
նախադրեալ,adjective,['preposed; premise.'],Etymology needs research,
նախաձեռնել,verb,"['to take the initiative, to initiate.']",Etymology needs research,
նախաճաշակ,noun,"['a tasting beforehand, or by anticipation, prelibation; a foretaste, a sample taken in anticipation.']",Etymology needs research,
նախաճաշել,verb,"['to breakfast, to have breakfast.']",Etymology needs research,
նախամարդ,noun,"['human-like species preceding anatomically modern humans.', 'prehistoric human, primitive man.', '(Christianity) Adam, the first man.', '(figuratively) savage.']",Etymology needs research,
նախանձախնդիր,adjective,"['zealous, jealous, fervent, ardent, eager.']",Etymology needs research,
նախանձել,verb,"['to envy, be envious (of), be jealous (of).']",Etymology needs research,
նախանձիլ,verb,"['to envy, to be envious of, to be jealous of, to emulate.']",Etymology needs research,
նախանձկոտ,adj,"['envious, jealous.']",Etymology needs research,
նախանձոտ,adj,"['alternative form of նախանձկոտ.', 'alternative form of նախանձկոտ (naxanjkot).']",Etymology needs research,
նախապէս,adverb,"['beforehand, first of all, at first.']",Etymology needs research,
նախասիրել,verb,"['to choose one thing over another; to prefer; to favor, to be inclined toward; to value something higher; to like, to have a liking or tendency for; to sympathize with.']",Etymology needs research,
նախատեսել,verb,"['to envisage, to envision.', 'to predict, to anticipate.', 'to intend.', 'to provide.']",Etymology needs research,
նախատեսուիլ,verb,"['to be foreseen, prophesied, forecasted.']",Etymology needs research,
նախընտրաբար,adverb,"['preferably, by preference, preferentially.']",Etymology needs research,
նախորդել,verb,"['to precede, to be or occur before something or someone else.']",Etymology needs research,
նախօրեակ,noun,['the day before.'],Etymology needs research,
նախօրօք,adverb,"['prior, before, previously, from yesterday, beforehand.']",Etymology needs research,
նահանջել,verb,"['intransitive to retreat, to fall back, to recede, to withdraw especially militarily.', '(intransitive) to retreat, to fall back, to recede, to withdraw (especially militarily).']",Etymology needs research,
նահապետ,noun,['patriarch.'],Etymology needs research,
նահատակուիլ,verb,"['to become a martyr; to torture, to persecute oneself in defence of his faith.']",Etymology needs research,
նամանավանդ,adv,"['Note the stress on the first syllable.', 'especially.']",Etymology needs research,
նայուածք,noun,"['look, glance.']",Etymology needs research,
նավակատիք,noun,"['Christianity the eve of five “Tabernacle” feasts of the Armenian Apostolic Church, when the fasting rules are relaxed.', '(Christianity) the eve of five “Tabernacle” feasts of the Armenian Apostolic Church, when the fasting rules are relaxed.', '(archaic) feast, festival, rejoicing celebrated at the anniversaries of building inaugurations, weddings, etc.']",Etymology needs research,
նաւահանգիստ,noun,"['harbour, seaport, port, haven.']",Etymology needs research,
նեղանալ,verb,"['to become narrow.', 'to become sullenly silent out of anger or offence, to start sulking.', 'to take offence / umbrage, to be / feel hurt.']",Etymology needs research,
նեղացնել,verb,"['to make narrow; to vex, to bother, to offend, to give trouble, to worry.']",Etymology needs research,
նեղացուցիչ,adjective,"['offensive, vexing, provoking, troublesome; causing discomfort, distress.']",Etymology needs research,
նեղուիլ,verb,"['to be uneasy, to grieve, to be troubled, to be constrained, to be afflicted, to ail.']",Etymology needs research,
նենգաբար,adv,"['maliciously, viciously.']",Etymology needs research,
նենգամիտ,adjective,"['who thinks deceivingly, who thinks deceiving thoughts, knavish, malicious, rogue, swindler, rascal, insidious.']",Etymology needs research,
նետաձիգ,noun,"['archer, bowman.']",Etymology needs research,
նետընկեց,noun,"['bowshot distance that the arrow can travel.', 'bowshot (distance that the arrow can travel).']",Etymology needs research,
նետուիլ,verb,"[""to fall on, to throw one's self, to fall upon, to dart, to spring, to fling, to rush, to precipitate one's self, to be thrown out; to embark, to venture.""]",Etymology needs research,
ներածուիլ,verb,"['to be imported, introduced, brought in.']",Etymology needs research,
ներաշխարհ,noun,['the world in the introspection; inner world.'],Etymology needs research,
ներապրիլ,verb,"['to live or feel inside, spiritually.']",Etymology needs research,
ներարկել,verb,['to inject.'],Etymology needs research,
ներգաղթ,noun,['immigration.'],Etymology needs research,
ներգոյակ,adjective,"['intrinsic, immanent.']",Etymology needs research,
ներգործել,verb,"['o act, to put into action, to effect, to operate, to do, to influence, to work, to react.']",Etymology needs research,
ներդաշնակ,adj,"['harmonious, melodious, euphonic, dulcet.', 'agreeable, pleasant, comfortable.', 'compatible, concordant, in agreement.']",Etymology needs research,
ներկայացուիլ,verb,"['to be introduced, presented.']",Etymology needs research,
ներմուծուիլ,verb,"['to be imported, introduced, inserted, injected, entered, put in, brought in.']",Etymology needs research,
ներշնչուիլ,verb,['to be inspired.'],Etymology needs research,
ներքինանալ,verb,"['to become a eunuch (to be castrated).', '(figuratively) to become unproductive, fruitless (e.g., of creative work).']",Etymology needs research,
ներքինացնել,verb,"['to castrate (to turn into a eunuch).', 'causative of ներքինանալ (nerkʻinanal).']",Etymology needs research,
նիստուկաց,noun,"['livelihood, way of life; conduct, manners, customs.', 'relations, relationship, connection.']",Etymology needs research,
նիւթականանալ,verb,['To become material; to materialize; to take physical form; to be embodied.'],Etymology needs research,
նիւթապէս,adverb,['materially.'],Etymology needs research,
նկատուիլ,verb,"['to be observed, to be considered, to be regarded, to be noted, to be noticed.']",Etymology needs research,
նկարագիր,noun,"['character, description, designation, portrait, image, figure, plan, representation.']",Etymology needs research,
նկարագրել,verb,['to describe.'],Etymology needs research,
