title,part_of_speech,definition,suggested_etymology,source,notes
լինեիր,verb,['second-person singular future perfect subjunctive/optative of լինել (linel).'],,,
լինեիք,verb,['second-person second-person future perfect subjunctive/optative of լինել (linel).'],,,
լինելիս,verb,['present participle II of լինել (linel).'],,,
լինելու,verb,['future participle of լինել (linel).'],,,
լինող,verb,['subjective participle of լինել (linel).'],,,
լուսո,noun,"['(literary, poetic) dative singular of լույս (luys).']",,,
խոպոպվել,verb,['mediopassive of խոպոպել (xopopel).'],,,
ծախված,verb,['resultative participle of ծախվել (caxvel).'],,,
ծնված,verb,['resultative participle of ծնվել (cnvel).'],,,
կայացած,verb,['resultative participle of կայանալ (kayanal).'],,,
կայինք,verb,['first-person plural imperfect indicative of կամ (kam).'],,,
կայիր,verb,['second-person singular imperfect indicative of կամ (kam).'],,,
կայիք,verb,['second-person plural imperfect indicative of կամ (kam).'],,,
կանք,verb,['first-person plural present indicative of կամ (kam).'],,,
կաշառված,verb,['resultative participle of կաշառվել (kašaṙvel).'],,,
կապված,verb,['resultative participle of կապվել (kapvel).'],,,
կաց,verb,['second-person singular imperative of կենալ (kenal).'],,,
կաք,verb,['second-person plural present indicative of կամ (kam).'],,,
կերա,verb,['first-person singular past perfect indicative of ուտել (utel).'],,,
կերած,verb,['resultative participle of ուտել (utel).'],,,
կերանք,verb,['first-person plural past perfect indicative of ուտել (utel).'],,,
կերավ,verb,['third-person singular past perfect indicative of ուտել (utel).'],,,
կերար,verb,['second-person singular past perfect indicative of ուտել (utel).'],,,
կերաք,verb,['second-person plural past perfect indicative of ուտել (utel).'],,,
կերել,verb,['past participle of ուտել (utel).'],,,
կլինեինք,verb,['first-person plural future perfect conditional of լինել (linel).'],,,
կլինեիր,verb,['second-person singular future perfect conditional of լինել (linel).'],,,
կլինեիք,verb,['second-person plural future perfect conditional of լինել (linel).'],,,
կորած,verb,"['resultative participle of կորչել (korčʻel).', 'resultative participle of կորել (korel).']",,,
կուտեինք,verb,['first-person plural future perfect conditional of ուտել (utel).'],,,
կուտեիր,verb,['second-person singular future perfect conditional of ուտել (utel).'],,,
կուտեիք,verb,['second-person plural future perfect conditional of ուտել (utel).'],,,
կռտած,verb,['resultative participle of կռտել (kṙtel).'],,,
կսիրեինք,verb,['first-person plural future perfect conditional of սիրել (sirel).'],,,
կսիրեիր,verb,['second-person singular future perfect conditional of սիրել (sirel).'],,,
կսիրեիք,verb,['second-person plural future perfect conditional of սիրել (sirel).'],,,
կրթվել,verb,['mediopassive of կրթել (krtʻel).'],,,
հալած,verb,['resultative participle of հալել (halel).'],,,
հայցող,verb,['subject participle of հայցել (haycʻel).'],,,
հանձնվել,verb,"['mediopassive of հանձնել (hanjnel).', '(intransitive) to surrender, to yield, to give up, to give in.']",,,
հեղվել,verb,['mediopassive of հեղել (heġel).'],,,
հյուրերդ,noun,['nominative plural second-person possessive of հյուր (hyur).'],,,
հյուրերս,noun,['nominative plural first-person possessive of հյուր (hyur).'],,,
հյուրիդ,noun,['dative singular second-person possessive of հյուր (hyur).'],,,
հյուրիս,noun,['dative singular first-person possessive of հյուր (hyur).'],,,
հյուրիցդ,noun,['ablative singular second-person possessive of հյուր (hyur).'],,,
հյուրիցս,noun,['ablative singular first-person possessive of հյուր (hyur).'],,,
հյուրովդ,noun,['instrumental singular second-person possessive of հյուր (hyur).'],,,
հյուրովս,noun,['instrumental singular first-person possessive of հյուր (hyur).'],,,
հյուրս,noun,['nominative singular first-person possessive of հյուր (hyur).'],,,
հոգնած,verb,['resultative participle of հոգնել (hognel).'],,,
հոսող,verb,['subjective participle of հոսել (hosel).'],,,
հորաքրոջ,noun,['dative singular of հորաքույր (horakʻuyr).'],,,
հորեղբոր,noun,['dative singular of հորեղբայր (horeġbayr).'],,,
հորինվել,verb,['mediopassive of հորինել (horinel).'],,,
հուզող,verb,['subjective participle of հուզել (huzel).'],,,
հուսո,noun,"['(literary, poetic) dative singular of հույս (huys).']",,,
հրո,noun,"['(literary, poetic) dative singular of հուր (hur).']",,,
ճաքած,verb,['resultative participle of ճաքել (čakʻel).'],,,
մատնվել,verb,['mediopassive of մատնել (matnel).'],,,
մարդիկ,noun,['nominative plural of մարդ (mard).'],,,
մարդկանց,noun,['dative plural of մարդ (mard).'],,,
մարդու,noun,['dative singular of մարդ (mard).'],,,
մեծացած,verb,['resultative participle of մեծանալ (mecanal).'],,,
մեռա,verb,['first-person singular past perfect indicative of մեռնել (meṙnel).'],,,
մղվել,verb,['mediopassive of մղել (mġel).'],,,
մնաք,verb,['second-person plural future subjunctive of մնալ (mnal).'],,,
մորաքրոջ,noun,['dative singular of մորաքույր (morakʻuyr).'],,,
մրսած,verb,['resultative participle of մրսել (mrsel).'],,,
յարձակող,verb,['subject participle of յարձակիլ (yarjakil).'],,,
նախագծող,verb,['subject participle of նախագծել (naxagcel).'],,,
նկատող,verb,['subject participle of նկատել (nkatel).'],,,
նշանված,verb,['resultative participle of նշանվել (nšanvel).'],,,
նշվել,verb,['mediopassive of նշել (nšel).'],,,
շաբաթվա,noun,['dative singular of շաբաթ (šabatʻ).'],,,
շանդ,noun,['dative singular second-person possessive of շուն (šun).'],,,
շոյված,verb,['resultative participle of շոյվել (šoyvel).'],,,
շունս,noun,['nominative singular first-person possessive of շուն (šun).'],,,
ոգևորվել,verb,['mediopassive of ոգեւորել (ogeworel).'],,,
ոսկու,noun,['dative singular of ոսկի (oski).'],,,
ունեինք,verb,['first-person plural imperfect of ունեմ (unem).'],,,
ունեիր,verb,['second-person singular imperfect of ունեմ (unem).'],,,
ունեիք,verb,['second-person plural imperfect of ունեմ (unem).'],,,
ուտեինք,verb,['first-person plural future perfect subjunctive/optative of ուտել (utel).'],,,
ուտեիր,verb,['second-person singular future perfect subjunctive/optative of ուտել (utel).'],,,
ուտեիք,verb,['second-person plural future perfect subjunctive/optative of ուտել (utel).'],,,
ուտելիս,verb,['present participle II of ուտել (utel).'],,,
ուտելու,verb,['future participle of ուտել (utel).'],,,
ուտող,verb,['subjective participle of ուտել (utel).'],,,
չգցել,verb,['negative form of գցել (gcʻel).'],,,
չեղա,verb,['negative form of եղա (eġa).'],,,
չեղած,verb,['negative form of եղած (eġac).'],,,
չեղանք,verb,['negative form of եղանք (eġankʻ).'],,,
չեղավ,verb,['negative form of եղավ (eġav).'],,,
չեղար,verb,['negative form of եղար (eġar).'],,,
չեղաք,verb,['negative form of եղաք (eġakʻ).'],,,
չեղող,verb,['negative form of եղող (eġoġ).'],,,
չէինք,verb,['negative form of էինք (ēinkʻ).'],,,
չէիր,verb,['negative form of էիր (ēir).'],,,
չէիք,verb,['negative form of էիք (ēikʻ).'],,,
չէր,verb,['negative form of էր (ēr).'],,,
չլինեինք,verb,['negative form of լինեինք (lineinkʻ).'],,,
չլինեիր,verb,['negative form of լինեիր (lineir).'],,,
չլինեիք,verb,['negative form of լինեիք (lineikʻ).'],,,
չլինել,verb,['negative form of լինել (linel).'],,,
չլինելու,verb,['negative form of լինելու (linelu).'],,,
չլինող,verb,['negative form of լինող (linoġ).'],,,
չկա,verb,['negative form of կա (ka).'],,,
չկամ,verb,['negative form of կամ (kam).'],,,
չկայացած,verb,['negative conjugation of կայացած (kayacʻac).'],,,
չկայինք,verb,['negative form of կայինք (kayinkʻ).'],,,
չկայիր,verb,['negative form of կայիր (kayir).'],,,
չկանք,verb,['negative form of կանք (kankʻ).'],,,
չկաս,verb,['negative form of կաս (kas).'],,,
չկար,verb,['negative form of կար (kar).'],,,
չկաք,verb,['negative form of կաք (kakʻ).'],,,
չունեինք,verb,['negative form of ունեինք (uneinkʻ).'],,,
չունեիր,verb,['negative form of ունեիր (uneir).'],,,
չունեիք,verb,['negative form of ունեիք (uneikʻ).'],,,
չունենալ,verb,['negative form of ունենալ (unenal).'],,,
չսիրած,verb,['negative conjugation of սիրած (sirac).'],,,
չսիրել,verb,['negative form of սիրել (sirel).'],,,
չսիրող,verb,['negative conjugation of սիրող (siroġ).'],,,
չքսեինք,verb,['first-person plural future perfect subjunctive negative of քսել (kʻsel).'],,,
չքսեիր,verb,['second-person singular future perfect subjunctive negative of քսել (kʻsel).'],,,
չքսեիք,verb,['second-person plural future perfect subjunctive negative of քսել (kʻsel).'],,,
պարապած,verb,['resultative participle of պարապել (parapel).'],,,
պարոնայք,noun,['nominative plural of պարոն (paron).'],,,
պարտվող,verb,['subject participle of պարտվել (partvel).'],,,
ջարդվել,verb,['mediopassive of ջարդել (ǰardel).'],,,
սափրվել,verb,"['mediopassive of սափրել (sapʻrel).', '(reflexive) to shave.']",,,
սգո,noun,"['(literary, poetic) dative singular of սուգ (sug).']",,,
սիրեինք,verb,['first-person plural future perfect optative of սիրել (sirel).'],,,
սիրեիր,verb,['second-person singular future perfect optative of սիրել (sirel).'],,,
սիրեիք,verb,['second-person plural future perfect optative of սիրել (sirel).'],,,
սիրելիս,verb,['present participle II of սիրել (sirel).'],,,
սիրելու,verb,['future participle of սիրել (sirel).'],,,
սիրեց,verb,['third-person singular past perfect indicative of սիրել (sirel).'],,,
սիրեցինք,verb,['first-person plural past perfect indicative of սիրել (sirel).'],,,
սիրեցիր,verb,['second-person singular past perfect indicative of սիրել (sirel).'],,,
սիրեցիք,verb,['second-person plural past perfect indicative of սիրել (sirel).'],,,
սիրիր,verb,['second-person singular imperative of սիրել (sirel).'],,,
սիրո,noun,['dative singular of սեր (ser).'],,,
սիրված,verb,['resultative participle of սիրվել (sirvel).'],,,
սիրվել,verb,['mediopassive of սիրել (sirel).'],,,
սպանվել,verb,['mediopassive of սպանել (spanel).'],,,
սրված,verb,['resultative participle of սրվել (srvel).'],,,
վհատված,verb,['resultative participle of վհատվել (vhatvel).'],,,
վնասված,verb,['resultative participle of վնասվել (vnasvel).'],,,
վրացիք,noun,['nominative plural of վրացի (vracʻi).'],,,
