title,part_of_speech,definition,current_etymology,priority
դանակներ,noun,['nominative plural of դանակ (danak).'],,2
դաշտեր,noun,['nominative plural of դաշտ (dašt).'],,2
դաշտերը,noun,['definite nominative plural of դաշտ (dašt).'],,2
դաշտերի,noun,['dative plural of դաշտ (dašt).'],,2
դաշտերին,noun,['definite dative plural of դաշտ (dašt).'],,2
դաշտերից,noun,['ablative plural of դաշտ (dašt).'],,2
դաշտերն,noun,['definite nominative plural of դաշտ (dašt).'],,2
դաշտերով,noun,['instrumental plural of դաշտ (dašt).'],,2
դաշտերում,noun,['locative plural of դաշտ (dašt).'],,3
դաշտը,noun,['definite nominative singular of դաշտ (dašt).'],,1
դաշտի,noun,['dative singular of դաշտ (dašt).'],,1
դաշտին,noun,['definite dative singular of դաշտ (dašt).'],,2
դաշտից,noun,['ablative singular of դաշտ (dašt).'],,2
դաշտն,noun,['definite nominative singular of դաշտ (dašt).'],,1
դաշտով,noun,['instrumental singular of դաշտ (dašt).'],,2
դաշտում,noun,['locative singular of դաշտ (dašt).'],,2
դասատուներ,noun,['nominative plural of դասատու (dasatu).'],,3
դավադրության,noun,['dative singular of դավադրություն (davadrutʻyun).'],,3
դավաճաններ,noun,['nominative plural of դավաճան (davačan).'],,3
դավաճանություններ,noun,['nominative plural of դավաճանություն (davačanutʻyun).'],,3
դարեր,noun,['nominative plural of դար (dar).'],,1
դարթսի,noun,['dative singular of դարթս (dartʻs).'],,2
դարձա,verb,['first-person singular past perfect indicative of դառնալ (daṙnal).'],,1
դարձվածներ,noun,['nominative plural of դարձված (darjvac).'],,3
դափնիների,noun,['dative plural of դափնի (dapʻni).'],,3
դեղերու,noun,['dative plural of դեղ (deġ).'],,2
դեպքում,noun,['locative singular of դեպք (depkʻ).'],,2
դեսպաններ,noun,['nominative plural of դեսպան (despan).'],,3
դեցիմետրեր,noun,['nominative plural of դեցիմետր (decʻimetr).'],,3
դիտվել,verb,['mediopassive of դիտել (ditel).'],,2
դնչեր,noun,['nominative plural of դունչ (dunčʻ).'],,1
դոգմաներ,noun,['nominative plural of դոգմա (dogma).'],,2
դուրսը,noun,['definite nominative singular of դուրս (durs).'],,2
դուրսն,noun,['definite nominative singular of դուրս (durs).'],,2
դռներ,noun,['nominative plural of դուռ (duṙ).'],,1
դրած,verb,['resultative participle of դնել (dnel).'],,1
դրսի,noun,['dative singular of դուրս (durs).'],,1
դրսից,noun,['ablative singular of դուրս (durs).'],,1
դրսում,noun,['locative singular of դուրս (durs).'],,2
եզան,noun,['dative singular of եզ (ez).'],,1
եզներ,noun,['nominative plural of եզ (ez).'],,1
ելնող,verb,['subject participle of ելնել (elnel).'],,1
ելքեր,noun,['nominative plural of ելք (elkʻ).'],,1
եկած,verb,['resultative participle of գալ (gal).'],,1
եկեղեցականներ,noun,['nominative plural of եկեղեցական (ekeġecʻakan).'],,3
եկեղեցիներ,noun,['nominative plural of եկեղեցի (ekeġecʻi).'],,3
եկող,verb,['subject participle of գալ (gal).'],,1
եղա,verb,['first-person singular past perfect indicative of լինել (linel).'],,1
եղած,verb,['resultative participle of լինել (linel).'],,1
եղան,verb,['third-person plural past perfect indicative of լինել (linel).'],,1
եղանակներ,noun,['nominative plural of եղանակ (eġanak).'],,3
եղանք,verb,['first-person plural past perfect indicative of լինել (linel).'],,1
եղար,verb,['second-person singular past perfect indicative of լինել (linel).'],,1
եղաք,verb,['second-person plural past perfect indicative of լինել (linel).'],,1
եղբայրներ,noun,['nominative plural of եղբայր (eġbayr).'],,3
եղբոր,noun,['dative singular of եղբայր (eġbayr).'],,1
եղել,verb,['past participle of լինել (linel).'],,1
եղեք,verb,['second-person plural imperative of լինել (linel).'],,1
եղինջներ,noun,['nominative plural of եղինջ (eġinǰ).'],,2
եղիր,verb,['second-person singular imperative of լինել (linel).'],,1
եղող,verb,['subjective participle of ըլլալ (əllal).'],,1
եղունգներ,noun,['nominative plural of եղունգ (eġung).'],,3
եղունգների,noun,['dative plural of եղունգ (eġung).'],,3
եղջյուրներ,noun,['nominative plural of եղջյուր (eġǰyur).'],,3
են,verb,['third-person plural present of եմ (em).'],,1
ենք,verb,['first-person plural present of եմ (em).'],,1
երազող,verb,['subject participle of երազել (erazel).'],,2
երգի,noun,['dative singular of երգ (erg).'],,1
երգիծաբաններ,noun,['nominative plural of երգիծաբան (ergicaban).'],,3
երեխաներ,noun,['nominative plural of երեխա (erexa).'],,2
երեխեք,noun,['nominative plural of երեխա (erexa).'],,2
երթևեկության,noun,['dative singular of երթևեկություն (ertʻewekutʻyun).'],,3
երկաթի,noun,['dative singular of երկաթ (erkatʻ).'],,2
երկինքներ,noun,['nominative plural of երկինք (erkinkʻ).'],,3
երկնքի,noun,['dative singular of երկինք (erkinkʻ).'],,2
երկուշաբթիներ,noun,['nominative plural of երկուշաբթի (erkušabtʻi).'],,3
երկվորյակներ,noun,['nominative plural of երկվորյակ (erkvoryak).'],,3
երկրաշարժեր,noun,['nominative plural of երկրաշարժ (erkrašarž).'],,3
երկրների,noun,['dative plural of երկիր (erkir).'],,2
եք,verb,['second-person plural present of եմ (em).'],,1
զամբյուղներ,noun,['nominative plural of զամբյուղ (zambyuġ).'],,3
զանգակածաղիկներ,noun,['nominative plural of զանգակածաղիկ (zangakacaġik).'],,3
զանգակներ,noun,['nominative plural of զանգակ (zangak).'],,3
զանգեր,noun,['nominative plural of զանգ (zang).'],,2
զառեր,noun,['nominative plural of զառ (zaṙ).'],,1
զարհուրեցնող,verb,['subject participle of զարհուրեցնել (zarhurecʻnel).'],,3
զարմացած,verb,['resultative participle of զարմանալ (zarmanal).'],,2
զգեստներ,noun,['nominative plural of զգեստ (zgest).'],,2
զիբիլի,noun,['dative singular of զիբիլ (zibil).'],,2
զննող,verb,['subject participle of զննել (znnel).'],,1
զուգարանի,noun,['dative singular of զուգարան (zugaran).'],,3
զույգեր,noun,['nominative plural of զույգ (zuyg).'],,2
էի,verb,['first-person singular imperfect of եմ (em).'],,1
էին,verb,['third-person plural imperfect of եմ (em).'],,1
էիր,verb,['second-person singular imperfect of եմ (em).'],,1
էիք,verb,['second-person plural imperfect of եմ (em).'],,1
էկող,verb,"['(dialectal, colloquial) alternative form of եկող (ekoġ).']",,1
էղի,verb,['(dialectal) alternative form of էղիր (ēġir).'],,1
էղիր,verb,['(dialectal) alternative form of եղիր (eġir).'],,1
էմիրություններ,noun,['nominative plural of էմիրություն (ēmirutʻyun).'],,3
էշեր,noun,['nominative plural of էշ (ēš).'],,1
էության,noun,['dative singular of էություն (ēutʻyun).'],,2
էր,verb,['third-person singular imperfect of եմ (em).'],,1
ընդհատվել,verb,['mediopassive of ընդհատել (əndhatel).'],,3
ընկերներ,noun,['nominative plural of ընկեր (ənker).'],,2
ընտրվել,verb,['mediopassive of ընտրել (əntrel).'],,2
թաղեր,noun,['nominative plural of թաղ (tʻaġ).'],,1
թամբեր,noun,['nominative plural of թամբ (tʻamb).'],,2
թանաքներ,noun,['nominative plural of թանաք (tʻanakʻ).'],,2
թարթիչներ,noun,['nominative plural of թարթիչ (tʻartʻičʻ).'],,3
թափոններ,noun,['nominative plural of թափոն (tʻapʻon).'],,2
թելով,noun,['instrumental singular of թել (tʻel).'],,1
թեմեր,noun,['nominative plural of թեմ (tʻem).'],,1
թեյեր,noun,['nominative plural of թեյ (tʻey).'],,1
թեյնիկներ,noun,['nominative plural of թեյնիկ (tʻeynik).'],,3
թենիսի,noun,['dative singular of թենիս (tʻenis).'],,2
թերթի,noun,['dative singular of թերթ (tʻertʻ).'],,1
թթեր,noun,['nominative plural of թութ (tʻutʻ).'],,1
թթի,noun,['dative singular of թութ (tʻutʻ).'],,1
թթված,verb,['resultative participle of թթվել (tʻtʻvel).'],,1
թիկնապահներ,noun,['nominative plural of թիկնապահ (tʻiknapah).'],,3
թիկունքներ,noun,['nominative plural of թիկունք (tʻikunkʻ).'],,3
թույներ,noun,['nominative plural of թույն (tʻuyn).'],,2
թոքերի,noun,['dative plural of թոք (tʻokʻ).'],,2
թռիչքներ,noun,['nominative plural of թռիչք (tʻṙičʻkʻ).'],,2
թռչող,verb,['subject participle of թռչել (tʻṙčʻel).'],,1
թռչուններ,noun,['nominative plural of թռչուն (tʻṙčʻun).'],,3
թվարկության,noun,['dative singular of թվարկություն (tʻvarkutʻyun).'],,3
թվարկությունից,noun,['ablative singular of թվարկություն (tʻvarkutʻyun).'],,3
թվեր,noun,['nominative plural of թիվ (tʻiv).'],,1
թվի,noun,['dative singular of թիվ (tʻiv).'],,1
թրաշվել,verb,"['mediopassive of թրաշել (tʻrašel).', '(reflexive, colloquial) to shave.']",,2
թքած,verb,['resultative participle of թքել (tʻkʻel).'],,1
ժամանակի,noun,['dative singular of ժամանակ (žamanak).'],,2
ժեստերի,noun,['dative plural of ժեստ (žest).'],,2
ժողովուրդներ,noun,['nominative plural of ժողովուրդ (žoġovurd).'],,3
իժեր,noun,['nominative plural of իժ (iž).'],,1
իղձեր,noun,['nominative plural of իղձ (iġj).'],,1
իմաստության,noun,['dative singular of իմաստություն (imastutʻyun).'],,3
ինձանից,pron,['ablative of ես (es).'],,2
ինձանով,pron,['instrumental of ես (es).'],,2
ինձանում,pron,['locative of ես (es).'],,2
ինձնից,pron,['ablative of ես (es).'],,2
ինձնով,pron,['instrumental of ես (es).'],,2
ինձնում,pron,['locative of ես (es).'],,2
իրավունքներ,noun,['nominative plural of իրավունք (iravunkʻ).'],,3
լեզուներ,noun,['nominative plural of լեզու (lezu).'],,2
լեհեր,noun,['nominative plural of լեհ (leh).'],,1
լեռն,noun,['definite nominative singular of լեռ (leṙ).'],,1
լեռներ,noun,['nominative plural of լեռ (leṙ).'],,2
լինեի,verb,['first-person singular future perfect subjunctive/optative of լինել (linel).'],,1
լինեին,verb,['third-person plural future perfect subjunctive/optative of լինել (linel).'],,2
լինեինք,verb,['first-person plural future perfect subjunctive/optative of լինել (linel).'],,2
լինեիր,verb,['second-person singular future perfect subjunctive/optative of լինել (linel).'],,2
լինեիք,verb,['second-person second-person future perfect subjunctive/optative of լինել (linel).'],,2
լինելիս,verb,['present participle II of լինել (linel).'],,2
լինելու,verb,['future participle of լինել (linel).'],,2
լինեմ,verb,['first-person singular future subjunctive/optative of լինել (linel).'],,1
լինեն,verb,['third-person plural future subjunctive/optative of լինել (linel).'],,1
լինենք,verb,['first-person plural future subjunctive/optative of լինել (linel).'],,2
լինես,verb,['second-person singular future subjunctive/optative of լինել (linel).'],,1
լիներ,verb,['third-person singular future perfect subjunctive/optative of լինել (linel).'],,1
լինեք,verb,['second-person plural future subjunctive/optative of լինել (linel).'],,1
լինի,verb,['third-person singular future subjunctive/optative of լինել (linel).'],,1
լինող,verb,['subjective participle of լինել (linel).'],,1
