Title	Complement	POS_1	Definition_1	POS_2	Definition_2	POS_3	Definition_3	POS_4	Definition_4	POS_5	Definition_5	POS_6	Definition_6	POS_7	Definition_7	POS_8	Definition_8	POS_9	Definition_9	POS_10	Definition_10	POS_11	Definition_11	POS_12	Definition_12	POS_13	Definition_13	POS_14	Definition_14	POS_15	Definition_15	POS_16	Definition_16
Պապանձեցուցանեմ			"Պապանձեմ; Ափիբերանեմ; <a href=""./?s=Ափիբերան"">Ափիբերան առնեմ</a>; Ըմբերանեմ; Կարկեցուցանեմ; Կարկեմ"																														
Պապաս			Քահանայ; Երէց																														
Պապկայ			Դուդաք																														
Պապչեակ			Այծ																														
Պառակ			Բակ; Մակաղատեղ; Փարախ		Հօտ; Խաշն		Ազդր																										
Պառակ պառակ			Երամ երամ																														
Պառական			Երագազ																														
Պառակտեմ			Պառակտեցուցանեմ; Պատառեմ; Ճեղքեմ; Խզեմ; Հերձում; Բաժանեմ; Որոշեմ; Երկպառակտեմ																														
Պառակտեցուցանեմ			Պառակտեմ																														
Պառակտութիւն			Երկպառակութիւն																														
Պառաւ			Ծերուհի																														
Պառաւիմ			Ծերանամ		Հնանամ																												
Պառաւորդի			Ամլորդի																														
Պառաւութիւն			Ծերութիւն																														
Պասեք			Պասքա																														
Պասեքատօն			Պասքա																														
Պասեքատօնակ			Պասքա																														
Պասկական հաւ			Սիրամարգ																														
Պասկուճ			Կորճ																														
Պասուք			Պասքումն; Պապակումն																														
Պաստառ			Օթոց																														
Պաստառակալ			Պատան		Պատանք																												
Պասքա			Պասեք; Պասեքատօն; Պասեքատօնակ; Անց; Անցանակ; Զատիկ																														
Պասքանամ			Պասքիմ																														
Պասքիմ			Պապակիմ		Տենչամ; Կարօտիմ; Փափագիմ		Ցամաքիմ; Չորանամ																										
Պասքութիւն			Պասուք; Պապակումն																														
Պասքումն			Պասուք; Պապակումն																														
Պատագրոս			Ոտնացաւութիւն																														
Պատահ			Պատահար; Պատահումն; Դէպք; Դիպուած; Անցք; Հանգամանք; Բախտ																														
Պատահար			Պատահ		Արկած; Հարուած; Փորձանք																												
Պատահացուցանեմ			Պատահեցուցանեմ																														
Պատահիմ			"Հանդիպիմ; <a href=""./?s=Դէպ"">Ի դէպ գամ</a>; <a href=""./?s=Դէպ"">Դէպ լինել</a>; <a href=""./?s=Վերայ"">Ի վերայ հասանել</a>; <a href=""./?s=Առաջ"">Ընդ առաջ ելանել</a>; <a href=""./?s=Ընդդէմ"">Ընդդէմ լինել</a>; Բախիմ"		Լինիմ																												
Պատահեցուցանեմ			Հանդիպեցուցանեմ																														
Պատահումն			Պատահ; Հանդիպումն; Դէպք; Դիպուած; Անցք		Որակ; Պարագայ; Հանգամանք																												
Պատահմամբ			Վրիպակութեամբ																														
Պատաղիմ			Զբաղիմ; Դեգերիմ; Պարապիմ																														
Պատաղիչ			Խափանեցուցիչ; Խափանիչ; Արգելիչ																														
Պատաղումն			Զբաղումն; Զբաղանք; Դեգերանք																														
Պատան			Երիզ																														
Պատանք			Կտաւ; Պաստառակամ																														
Պատանական			Երիտասարդական																														
Պատանդ			Գրաւական; Պատանդութիւն																														
Պատանդեմ			Պաշարեմ; Թակարդեմ; Կաշկանդեմ																														
Պատանդութիւն			Պատանդ																														
Պատանեակ			Պատանի																														
Պատանեկատռփին			Մանկատռիփ																														
Պատանեկիկ			Կիսապատանեակ; Մանկիկ																														
Պատանի			Պատանեակ; Պարմանի; Տղայ; Երիտասարդ																														
Պատառ			Կոտոր; Մասն; Բեկոր																														
Պատառաբոյծ			Հացկատակ																														
Պատառատուն			Պատառուն; Ցնցոտի; Հնոտի																														
Պատառաքաղ			Մսահան																														
Պատառիմ			Բեկանիմ; Հերձանիմ; Հերձում; Ցելում; Ճեղքիմ; Յօշիմ; Գիշատիմ; Խզիմ																														
