title,part_of_speech,definition,suggested_etymology,source,notes,likely_origin
շուարիլ,verb,"[""to be baffled, puzzled, surprised, confused, astonished, bewildered, disturbed, embarrassed, to be out of one's reckoning.""]",,,,Unknown
շրջածիր,noun,['orbit.'],,,,Unknown
շրջիլ,verb,"['to walk, to wander, to rove, to cruise; to turn; to turn upside down; to upset; to veer, to be overset.']",,,,Unknown
շփանալ,verb,"['to spoil (of a child), to be spoiled, to be depraved.']",,,,Unknown
շփացնել,verb,"['to spoil (someone), to deprave, to corrupt, to make worse, to fondle, to pet, to be fond of.']",,,,Unknown
շփոթանք,noun,"['disturbance, confusion, disorder, embarrassment, tumult, broil.']",,,,Unknown
շփոթիլ,verb,"['to be confounded with, to be mixed up (something) with something else so that the individual elements become difficult to distinguish; to be confused, perplexed; to become disoriented, startled, or taken by surprise; to be dumbfounded, astonished, or shocked; to become emotionally unsettled, distressed, or agitated.']",,,,Unknown
շփոթուիլ,verb,"['to be confounded with, to be mixed up (something) with something else so that the individual elements become difficult to distinguish; to be confused, perplexed; to become disoriented, startled, or taken by surprise; to be dumbfounded, astonished, or shocked; to become emotionally unsettled, distressed, or agitated.']",,,,Unknown
շօշափել,verb,"['to feel, to palp, to try, to taste, to graze, to touch, to touch lightly, to grope, to handle.']",,,,Unknown
ոգեկոչել,verb,"['to evoke, to raise up, to conjure up, to call up (spirit).']",,,,Unknown
ոգեւորել,verb,"['to enliven, to encourage, to animate, to impart life to.']",,,,Unknown
ոգեւորիչ,adjective,"['inspiring, refreshing, enlivening, encouraging, animating, animator.']",,,,Unknown
ողնայար,noun,"['spine, backbone, chine, vertebra, rachis.']",,,,Unknown
ողողուիլ,verb,"['to be inundated, to be covered with water, to be submerged, to be flooded; to be rinsed, flushed; to submerge, to inundate, to flood.']",,,,Unknown
ոճիր,noun,"['crime, criminal attempt, misdeed, offence, guilt, misdemeanor, felony, villainy, ribaldry.']",,,,Unknown
ոճրագործ,adjective,"['criminal, felonious, guilty, ribald; culprit, offender, felon, villain; wretch.']",,,,Unknown
ոռոգուիլ,verb,"['to be irrigated, to be watered, to be moistened.']",,,,Unknown
ոսկեդար,noun,"['golden age, the golden century; Augustan age.']",,,,Unknown
ոսկիանալ,verb,"['to turn into gold, to transform into gold; to take on a golden/yellow hue; (figurative meaning) to ripen and take on a golden appearance.']",,,,Unknown
ոտանաւոր,noun,"['having rhyme; verse, rhyme, poem.']",,,,Unknown
որակաւոր,adjective,['having good or high quality; qualified.'],,,,Unknown
որակեալ,adjective,['qualified.'],,,,Unknown
որակել,verb,"['to describe, to qualify.']",,,,Unknown
որմանկար,noun,['fresco.'],,,,Unknown
որոշուիլ,verb,"['to be decided, distinguished, discerned, determined, defined, resolved, chosen, selected.']",,,,Unknown
ուզուիլ,verb,"['to be willed, wished, wanted.']",,,,Unknown
ուժանակ,noun,['dynamite; hand grenade.'],,,,Unknown
ուծանալ,verb,['To grow cold; to cool toward someone; to become cold in attitude; to become distant or unfriendly toward someone; To drift away from one’s nature or nationality; to become alienated; to become denationalized; to degenerate or assimilate.'],,,,Unknown
ուղեգիծ,noun,"['itinerary, route, guide.']",,,,Unknown
ուղենիշ,noun,['road sign; guide.'],,,,Unknown
ուղեցոյց,noun,"['a guide; one who or that which shows the way, provides direction, or offers instruction; a guidebook – a book showing routes or explaining locations; a manual or instructional guide, often metaphorical – a person or document that serves as an example or advisor.']",,,,Unknown
ուղեւոր,noun,"['traveler, passenger, voyager (usually used for those traveling long distances, by carriage, train, or sea); guide, leader.']",,,,Unknown
ուղղուիլ,verb,"['to be erected, directed, corrected, to be made straight, to be straightened.']",,,,Unknown
ունեւոր,noun,"['rich, monied, wealthy.']",,,,Unknown
ուշագրաւ,noun,"[""attracting one's attention, striking, notable, remarkable, marked, engaging, prominent, salient, very interesting.""]",,,,Unknown
ուշացնել,verb,"['to delay, to retard, to hinder, to defer, to put off, to prolongate, to belate.']",,,,Unknown
ուռեցնել,verb,"['to swell, to puff up, to inflate, to blow out, to bloat.']",,,,Unknown
ուռճանալ,verb,"['to be vigorous, flourishing, to be in a prosperous condition, to abound, to develop, to thrive, to grow.']",,,,Unknown
ուսանիլ,verb,"['to learn, to study, to be studious of, to be informed of, to instruct, to read.']",,,,Unknown
ուսմունք,noun,"['study, studies; doctrine.']",,,,Unknown
ուրկէ,adverb,"['where from, whence.']",,,,Unknown
չարաշուք,adjective,"['sinister, sorrowful, sad, bad, evil, unfortunate, very ignoble, vile, ferocious, cruel.']",,,,Unknown
չարքաշ,adjective,"['hardworking, resilient, enduring, tough; one who has endured hardships, capable of withstanding difficulties and hard work; clever, skillful, experienced.']",,,,Unknown
չքմեղանք,noun,"['excuse, apology, an explanation by way of amends.']",,,,Unknown
պակսիլ,verb,"['to lessen, to decrease, to diminish; to be wanting; to run short, to lack, to fall short.']",,,,Unknown
պահուիլ,verb,"['to be kept, preserved, saved; to hide.']",,,,Unknown
պաղատանք,noun,"['supplication, imploration, prayer, instance, entreaty, solicitation, request, invocation; rogation.']",,,,Unknown
պաղիլ,verb,"['to feel cold; to grow cold, to cool, to chill, to freeze, to congeal.']",,,,Unknown
պայթիլ,verb,"['to burst, to explode, to crack, to rend, to break open.']",,,,Unknown
պառակտել,verb,"['to sow discord, to divide, to disunite, to disjoin, to disperse, to put at variance.']",,,,Unknown
պառկիլ,verb,"['to lie, to lie down; to sleep; to rest.']",,,,Unknown
պատահիլ,verb,"['to happen, to occur; to meet, to meet with; to chance, to befall, to pass upon.']",,,,Unknown
պատառիկ,noun,"['fragment, small piece, bit.']",,,,Unknown
պատգամել,verb,['To give an order or command to someone; (Figurative) To proclaim; to announce; to declare; (Figurative) To leave as a legacy; to bequeath; to hand down; (Figurative) To entrust to someone’s care; to dedicate; (Religious) To impart or inspire as a precept or sacred message.'],,,,Unknown
պատեհ,adjective,"['happening at the right time or place; fitting, suitable, or convenient; appropriate, timely, opportune.']",,,,Unknown
պատկանիլ,verb,"['to belong, to concern, to pertain, to relate.']",,,,Unknown
պատմուիլ,verb,"['to be told, to be said, to be recounted.']",,,,Unknown
պատշաճիլ,verb,"['to agree, to suit, to match, to congrue, to fit, to be suitable, to be proper for.']",,,,Unknown
պատուաստ,noun,"['graft, graff; inoculation, vaccination.']",,,,Unknown
պատուել,verb,"['to honour, to pay honour, to respect, to venerate, to esteem, to revere.']",,,,Unknown
պատրուակ,noun,"['pretext, pretence, cover, mask, disguise, veil, fiction, excuse.']",,,,Unknown
պարագայ,noun,['circumstance; related item; relative (family).'],,,,Unknown
պարգեւ,noun,"['gift, present.']",,,,Unknown
պարգեւել,verb,"['to grant, to give, to make a present, to present with, to donate, to bestow, to endow, to send.']",,,,Unknown
պարզապէս,adverb,"['simply, ingenuously, candidly, naively, artlessly, clearly, plainly.']",,,,Unknown
պարզուիլ,verb,"['to become clear, to be explained, to be elucidated, to be solved; to unfold, expand.']",,,,Unknown
պարունակ,noun,"['something that encompasses or contains another thing, container; socket, orb, sphere, circle, circuit, orbit.']",,,,Unknown
պարպել,verb,"['to empty, to unload, to unlade; to pour out; to fire off, to discharge.']",,,,Unknown
պարպուիլ,verb,"['to be emptied, to be unloaded, to be discharged; to empty itself.']",,,,Unknown
պարտաւոր,adjective,"['One who owes or is obligated; Obligated to do something; responsible; duty-bound; Grateful; indebted (morally or emotionally), especially due to a favor received; (Religious) Morally or spiritually guilty; accountable for a sin.']",,,,Unknown
պարտեալ,adjective,"['defeated; the defeated, loser.']",,,,Unknown
պարտիլ,verb,"['To owe a debt or obligation; To be bound or obliged to someone; (With an infinitive): to need to, to be necessary, to be required; To be obligated (to do something for someone).']",,,,Unknown
պարտուիլ,verb,"['to be conquered, vanquished, defeated, to get beaten.']",,,,Unknown
պարփակել,verb,"['to enclose, to contain, to shut in, to encircle, to close, to environ, to encompass, to surround, to envelop.']",,,,Unknown
պերճախօս,adjective,"['one who speaks or writes in ornate, elevated, or elegant language; clever and articulate; gifted in expression; (figurative) vivid, expressive, striking; (figurative) convincing, revealing, irrefutable; eloquent speaker.']",,,,Unknown
պզտիկուց,adverb,['from childhood.'],,,,Unknown
պըտըտիլ,verb,"['to turn about oneself; to complete a circle, to go around in a circle; to walk, to take a walk, to promenade, to stroll, to wander.']",,,,Unknown
պիտոյք,noun,"['Need, necessity; the things a person requires for living; What is required for doing or making something; necessary items, supplies.']",,,,Unknown
պիւտճէ,noun,['A budget; a preliminary accounting of income and expenditure for a specified period of time.'],,,,Unknown
պղտորել,verb,"['to trouble, to muddy, to disturb, to make turbid, to agitate, to mix, to thicken, to cause trouble, to distract.']",,,,Unknown
պնդանալ,verb,"['to harden, to become hard, to stiffen, to thicken, to indurate, to toughen, to consolidate.']",,,,Unknown
պոռալ,verb,"['to cry, to shout, to exclaim.']",,,,Unknown
պոռթկալ,verb,"['to explode, to erupt, to burst, to split, to break out, to protrude.']",,,,Unknown
պսակել,verb,"['to crown, to adorn with a crown, to decree a crown, to wreath, to award a prize; to give the nuptial blessing, to marry; to perform the ceremony of marriage.']",,,,Unknown
պսակուիլ,verb,"['to be crowned, to wear a crown; to marry, to wed, to get married.']",,,,Unknown
պտըտիլ,verb,"['to turn about oneself; to complete a circle, to go around in a circle; to walk, to take a walk, to promenade, to stroll, to wander.']",,,,Unknown
պտըտցնել,verb,"['to cause to turn about oneself; to make to go around in a circle, to cause to revolve; to take out for a walk, to take out walking, to take for a stroll.']",,,,Unknown
պտտիլ,verb,"['to turn about oneself; to complete a circle, to go around in a circle; to walk, to take a walk, to promenade, to stroll, to wander.']",,,,Unknown
պտտցնել,verb,"['to cause to turn about oneself; to make to go around in a circle, to cause to revolve; to take out for a walk, to take out walking, to take for a stroll.']",,,,Unknown
պրիսմակ,noun,['prism.'],,,,Unknown
պրծիլ,verb,"[""to escape, to get away, to slip out, to evade, to make one's escape, to get rid of, to finish.""]",,,,Unknown
պրպտել,verb,"['to scour, to look through, to research for, to examine, to scrutinize.']",,,,Unknown
ջախջախել,verb,"['to crush totally, to break to pieces, to crash, to crush, to pound, to bruise, to dash in pieces, to overwhelm.']",,,,Unknown
ջախջախիչ,adjective,"['crushing, that breaks to pieces, overwhelming.']",,,,Unknown
ջարդուիլ,verb,"['to be cut into pieces, to be shattered, to be smashed; to perish; to be killed, to be massacred, to be butchered.']",,,,Unknown
ջլատել,verb,"['to enervate, to unnerve, to enfeeble, to weaken, to cripple, to paralyse.']",,,,Unknown
ջնջուիլ,verb,"['to be erased, to disappear; to be wiped or cleaned away; to be destroyed, collapsed, or ruined; to be annihilated, obliterated, exterminated.']",,,,Unknown
ջոկատ,noun,"['troop, company, band; military detachment, platoon.']",,,,Unknown
ռահվիրայ,noun,"['sapper, pioneer, guide.']",,,,Unknown
ռուսահայ,noun,['Russian Armenian.'],Compound: ռուս + հայ,,,Russian
սահիլ,verb,"['To move forward by gliding over a smooth, flat surface; to slide; to glide; To move forward over a smooth surface using some tool or means; To lose balance; to slip; to stumble; to fall; (Of a cart, vehicle, etc.) to spin or skid without making forward progress (because of mud, oil, gravel, etc.); To pass imperceptibly (of time).']",,,,Unknown
